label,text
0,galdutzat ematen omen ditu bere botoemaile euskaldun apur hoiekedo ez daki zer esaten duen edo ez daki esan nahi duna esaten
2,gaur gernika proposatutako lau ardatzak
0,gazte jende konektatzen ez zuela ere esaten zuten batzuek
2,gazte solasaldia egin du gaur etan mutrikun
1,gaztelera hitz egitea erabaki du hasieratik gazte
1,gazteriarekin ez duela konektatzen dioten horientzakon
2,hankak ipini ditu hemengo lantegietan kale bere gobernu programa egiteko
0,herri hau aurrera eramango duen ordezkariak bildu ditu oholtzan
0,hurrengo espainia gobernu gure nazioa errespetatuko duena topatuko omenkarkarkar
1,ideiekin irabaz du eztabaida eskaria gobernu sendo eta egonkor bat izan
2,ikasle aurreratuak ditu zallako udalean beste behin etengabe harrotasun lotsagabe
2,irabaz luke iean eta aurretik
2,iraultza feminista aldarrikatu du oholtza gainean
2,eta eredu soberanista edo eta independentista defendatzen dute guk alde baina
0,kanpain ona egin duelakoan nago ea emaitzek laguntzen duten
0,lankidetza hobea konpromisu jasoko dituzt
2,koraasko askatzeko nola egin dagoen jakin behar izan
0,neurrira egin eztabaida zer nazka
2,panfleto bat on moduan dirudi
1,pertsona jarri du bere eskubide guztiekin bere ekintza politiko ardatzean
0,presa eduki baina madril jarri hormak bota eta aurrera egiteko
1,proposatu du banda eta ultraazkarra jarri udalerririk txikienetan
0,erantzun iruzkindu du zer iritzi duzu zuk
1,alde biko bidean zure ondoan egongo izan ezezkoaren ondoren zer galdetu dio
2,bozkatu eman ote zion
2,esker onez
1,sinesgarritasuna du herri honetan sinesten edukilako eta beti soilik demokratikoak diren bideen alde apustua egin edukilako
2,tranpa egiten du eta alzako topogeltoki berria sasiinsugurazioa egiten du komunikabideen aurrean lotsagarri
1,zer esan behar du ontaz hormigoiz egin aurpegiarekin aterako izan barkatu eskatzera gaizki egin
1,kaixo eta zuentzako beste kartel bat berriz ere sala nazazuen
1,kaixo gaur goiz pio tabloietan pacma eta abarren kartelak ikusi eta bildukorik ezegon behar dira
2,kaixo hona hemen anastasiaren erantzun on egin
1,kaixo izan bozkatu niretxako
1,kaixo joxe eta konpainia aspaldiko kontuak laburpena
1,kaixo lankidetza hobea konpromisu jasotzen dituzue
1,kaixo nhementxe duzu hurrengo bideo horregatik
1,kaixo npd kaixo hola
0,kaixo zentsuraren gainetik zuen politika neoliberal eta antidemokratikoak ozen salatzen segiko eduki
1,kale pozez kantarinahiz egon giro itzelaez ahaztu bihar eta daudela
1,kale propaganda aurkitu dut mila zatitan apurtuta egin duenak ez izan konturatu milak egiten duten apur bana maite edukila
1,kale kale barre batekin hitz erabaki justizia sozialaren alde mezua zabalduaz
1,kalitatezko osasunarretaren alde lan egiteko apustua berretsi du
0,kampainazaborra
0,kanada espainia
2,kanadako argitasun legea defendatu du estatutua abiapuntu eta hura guztiz betez
0,kanadan bezala alde erreferendumaren alde eingo zueo ez dakizu zertaz ari zean beti bezala
0,kanpain amaiera erakundeak herri itzularaztea promestu du
1,kanpain amaiera euskadi etorkizuna jokoan dagoela ohartarazi du
1,kanpain amaiera itunak norekin egin nahi dituen ezkutatzen du
1,kanpain amaiera bozkatu bizikidetza demokratikoaren alde egitea izan
1,kanpain amaierako ekitaldia hastera doa gora ikurrinak gora euskadi
0,kanpain amaitzear dago harro senti gaitezke kook gure onena emon leku gehienetara ailegau eta plazak ere
0,kanpain amaitzen termometroan izan marra berdea gorriaren gainetik duen bakar ondo ari garela dirudi
1,kanpain bilduk eskualdeko ekitaldia egin du bihar ondarroan
0,kanpain euuuuuup gora goazeeeeeeen
0,kanpain ez izan amaitu igandean zita inportatea eduki eta ere lan
0,kanpain gipuzkoa mutrikun hasi du kanpain
1,kanpain hasiera indartsua ehunka lagun bildu gara gaur arratsalde bilb
1,kanpain hasieratik aipatu alde gehien eta okerren
0,kanpain herri herri auzoz auzo egin eta gero indar eta ilusioz bete guk
0,kanpain honetan guk bakar jarri eduki mahai gainean proposamen bat
1,kanpain barre batekin hasi eduki nbozkatu
0,kanpain gazte solasaldia egin du etzi mutrikun
2,kanpain polit benetan bizi dudan onena politika egin duzue gora
0,kanpain zuzendaria praktiketan omen jesus zer zartakoa etorri
2,kanpain apur bat gehiago irauten badu zaila izango izan eta bereiztea
2,kanpain azken aurreko egun kale hemen gaude bozkatu banatzen bozkatu bildu
1,kanpain azken txanpan liburu artean solasean
1,kanpain entzun ere egin behar eduki proposamek batu ahal izateko denok talde bat egiten edukilako
0,kanpain ikusi dudan gauzarik onenetarikoa batera
1,kanpain zehar egin babesa emateko argazki bilketarekin egin bideo
0,kanpain hondarreko mitin hasteko gutxi falta
2,kanpain kanpain oso onanondorio argiaknezkerreko indar bakar nbake osoa lortzekonguztia erabaki
1,kanpania bukaera alea iacta est izugarria egin kanpania eta ehtik besarkada handi bat jende
2,kargu publikoan diru publikoaz hornitzen kanpain at jabegotza eta fraudea izkutatzeko
2,karpa txiki gelditu izan
2,kartel pegada
2,katalana ulertzea errez izan bilateraltasuna eta paktu kontzeptuak baina errazagoa
2,katalunian ere erreferendum hitzartu bat lehenesten dute
1,katapummmm zass ederraaa
1,kezka eta urdiritasunaren seinale
1,kezkatuta ingelesaren ezagutzarekin baina ez euskara antza
2,kin hasia izan mitin jaian
2,kirol herri baten alde
2,bideo kale eta sarean polemika handia dago elebidunen gaiari buruz hori baina eztabaida guztiak erderaz
2,emakume aurera pausua eman dutenak bikain ari dira durangonn neskerrik asko asko
0,herri entzun eta erantzun
1,eta hego uribeko udal hautetsiok idatzi edukin iritzi artikulua
2,gazte egon izan gaur mariaren bihotz plazan bilboko san frantzisko auzoan
1,hautagaia elkar eduki saioan
1,hautagaia larraitz ugarte villabonan aiztondoko ekitaldian gora
2,hautagaiak gaude euskal industria eta berrikuntza eredua defendatzen
1,hautagaiak parkean natur kultur ondare garrantzitsua
1,hautagaiari elkar
2,hautagaiek igaro dute goiz
2,ikasle langile langabetu pentsionistakargi eduki eraiki
1,euskara gorrotatzen dutenekin lankidetza estuan gobernatzen du
1,kideak arantzazura hurbildu gara festa eta aldarrikapen egun hemen eta gipuzkoa
1,lagunok beti baita ere kale langileriarekin bat prekarieta salatuz
2,merkatuan dira hautagaiak bertako merkatariekin egoteko aukera izan dute
2,algorta jende lepo gora herri
1,papeleta iritsi zait denak ditut iada bilduma amaitu det kar karn
0,partez gora
1,zerrendaburuari egin diogun elkar saioan
1,koa nahiko exkax entzun dut pare bat kafe tertuliara joan aurretik
1,koak ere dituk aurrerakoiak ezkertiak
0,koek ez dute beren burua ezker abertzaletzat hartzen beste batzuk oso gutxi ia bat ez ere omen daudelako barnean
1,kolektiboa anitza izan eta baita ere botoa eskatzea soberan dago
0,kolektiboak beti eskatu du bozkatu zuk abstentzioa lendkari
2,kolonbiakoa txalotu dute eta hemen ez dute urrats bat bera ematen zergatik hemen ezin izan
2,koloremundu bat izan baina zer eraitsi zuenetik orube hutshitsa
1,komunera joan dira denak eta horregatik dabil hain luze
0,komunikabideetan ordea oso gutxik jasotzen dituzte berdintasunaren alde politikak edo proposamen
1,komunikazioan eta ideietan egurra eman die maddalenek gainerakoei bejondeiola
2,komunikazioko guru baten ideia izango izan baina hau eskandalu bat izan lehenik euskadihankapean
2,konbergentzia eta transbersalidadea ezinbestekoak baina ez euskara medioen kalterako
1,konbidapena marko demokratikoa erakitzeko ps luzatzen zaio ere
1,konkretuki eta luzatu genizkien galderak aurka daudelako
1,konprometitu behar dira adostera madril betoaren aurrean egin edukinan
2,konpromisu zailtasunak dituzten enpresei laguntzeko milioi euro abal publikoetan
2,konstituzioa ondo hartuz
2,kontakizuna behar ideolojikoei egoki nahianhonek argiki esan zuen
1,kontatu doizu lan gelditu nahi dituela gure egoera nabarmen kaltetuzdirua pertzonen gañ
1,kontra soluzioa
2,kontratatuko dituzue alemaniako edo estatu batuetako forenseak hemendik aurrera
0,kontsulta legea ea ea barruan alde ehak alde abstentzio eako botoak gehituta
2,konturatu naiz baina
1,kontuz eta hortik alternatzen topo egin ahal dezakezue
2,kontxo eztabaida hasi izan eta tartean euskara elkar bat mantentzeko gai diren hautagaiak
1,korrika ere
2,kristona izan izan
1,kritikatzen duzuebaina zer hizkuntzetan ari zarete ere oraingoan hoixe
1,kubako errepresaliatuek ere argi dute batasuna izan gure indarra bozkatu deia egin dute
0,kultur etxe bete eduki gaur abanton jende ilusioaz eta arrazoiaz bete ekitaldian
1,kuñaaauuuu txiste modura muxu bat
1,l euskara izan behar izan ehn hitz egiten diren hizkuntzen elkar
2,laburbilduz ez izan miribilla bete barne kohesiorako mezuak baxuago eta maddalenen hunkitzeko gaitasuna
1,laburpena hitzen arabera akordio guztietan egon omen izan
2,lagundu zalantzan dagoenaren bozkatu lortzen zure presentzia behar eduki hautesleku guztietan
0,laguntza eta hautagaiek erdal hiztunen artean duten ezagutzamailari buruzko inkestarik badago
0,lamentable
0,lan asko egin eduki behin betiko bakea eta bizikidetza lortze alde
1,lan egin dut enpresek prestakuntza dualeko programan sar daitezen
0,lan harremanetarako euskal esparruaren alde ela eta labekin eta
1,lan lan lan eta hor prest eta emandako hitz bete
1,langabeziei nortzuk dira horiek
0,langile eta emakumeon bozkatu bildu
1,langileria ere ezkerraldean aspaldi egondako mitin handiena gora goaz
2,langileriaren oso urrun zaudete
1,lanpostu hobea gehiengo sindikalak sahiestuz eta espainia gutxiengoekin negozioak egiten
0,lanpostu sorrera presio fiskala politika publikoak eta zerga iruzurren aurkako borroka baliatuz
2,lantaldean gara indartsu behetikan gora nazioa indartzen eduki zurekin horretarako zure botoa
1,larderia izan ere delitu bat
0,larrabetzun alde proiektua izatetik herri sortzera igaro gara herri lemazain
2,larrabetzun bigarren legegintzaldia eduki herri udalean legez eta honda bainosalbazioa izan izan
2,larraitz ugarte ez gaude prest urte itxaroteko aske izateko
1,larraitz ugarte hernanin ekitaldia etan bildu
1,larraitz ugarterekin bildu solasaldia gaur etan ona pareko plazan zeragtik bozkatu bildu
0,larriena izan gipuzkoa agintean dagoela kulturan gainera hurrengo urte politika baldintzatzen ari dira
2,larrion gaurko etxe buruz eta zer dio etxe izateko eskubidea ziurtatu dutela zer pentsatzen dao
1,larrion rinola pribatizatuko du jaularitzak pentsioak madril eskumena danean gakduta dabil
0,larrion oso ondo aritu den arren eztabaidan entzun gustatuko litzaidake
0,larrion oso zentzuzkoa ikusi dut ondo argudiatzen du zer trabak jarri dizkioz arren
0,larrion alonsori erantzun eta gero urte mila lanpostu galdu dira industrian
2,larrion bekengatik harropusteagatik neka hoiek ikasleen hitzetan lan prekaritzatzen die
1,larrionek esandakoak entzun eta gero gatazkarekin egiten ari den erabilera elektoralista deitoratzekoa izan
1,larrionek etxe aurkitu ditu beraz urte berandu edo atzeratuta
1,larunbat honetan bilduk gazte jaialdia antolatu du usurbilen gazte ahotsa entzun dadila ozen gazte
2,larunbat honetan gazte aldaketa gauzatzera goaz gazte
2,larunbat honetan mitin jai itzela eduki bilboko miribillan larrionnn
2,larunbat honetan usurbilennnluntxa edariak ekitaldia gazte hautagaiak kontzertuaknn
2,larunbatean lepoz lepo beteko eduki
0,larunbatean kanpain dimentsioa handitzeko hirukoa sartuko eduki
1,larunbatean leioatik ere miribilla bete joango gara iraila guk
2,larunbatean miribilla beteko eduki iraila gure aukera
0,larunbatean miribillara hurbiltzeko beste arrazoi bat zuzenean entzun
1,lasai aukerarik onena bozkatu dudala noski
1,lasai egon eta azaldu proposamen konfidantza osoz ederto egin duzulakoan gaude arrazaoia edukilako
2,lasai hauteskunde eta gero gaz paktua eta dana normaltasunera itzuliko izan
2,lasai niri erran didatenez gehienak nafarrak izanen zarete garaikoak biziozale gutxi batzuk izanen zareten arren
2,lasai ulertu behar duzu gustatzen zaiona regionalismoa dela horrekin arazo ez
1,lasarten mitxelin lantegian turno aldaketan langileekin sortzeko eta sustatzeko p
0,lasarteorian ere herri egitera goaz gure aukera
2,laster zuzenekoa izango izan kudeaketa eraginkorra tik
1,laster hasiko izan eztabaida rekinnzuzenean
0,laster hasiko izan agurainen jarraitu zuzenean webgunean
2,laster hasiko izan izango izan baina ez ahaztu izan beharko izan
0,laster jaia dela eta eta hizlariak jarraitu zuzenean
0,latza izan baina
0,lau aitonamonetatik nafarrak eta gipuzkoa dittut zure iritzitz zer izan baskoa ala nafarra
0,lau urrats proposatu dituzte burujabetzarantz
1,lau urte pasa eta lan sortzeko lan edukinok ordu gutxiago lan egitea dela dio soluzioaerreflexioetan aritzen dira
0,lauaxetako kamiseta eder hori non lortu dozu
1,laudioko lehen hitzak ostirala izaki lagun ikusteko errepidean daudenentzat
2,laudion
2,laudion ari buruz hitz egiten eta biok zatoz herri plazara
1,laudiorako bidean jada energia eredu berria hitzegin eta eztabaidatzeko
2,laugarrena hitz hartzen hiru minutu tartea azken mezuak helarazteko
2,alde popularreko bozeramailea izen
2,eta ez dira inoiz izan gozategiren zale eta nabari zaiennornorinork baldintza eta subjuntibo musical_notes musical_notes musical_notes
2,zer itzel egon zarete
1,legea aldatu beharra dago euskara garapenerako traba dela
2,legealdi emankorra lhendakariaren zuzendaritzarekin eusko legebiltzarrerako hautagaia olatz martinez
0,legealdian proposatu du rgian egon den murrizketa amaitzea eta gutxieneko pentsioa
2,legebiltzarreko bozketetan erabaki eta bilduen arteko balantza hori alde batera ala bestera eramateko
2,lehen atentzioko zentro irekiko ditugu alde zaharra eta aiete donostia kanpezu murgia eta amurrio araban zalla bizkaia
0,lehen hautagai bakar zuen orain ederra egin dute inhabilitazioarekin
1,lehen sektorea zaintzearen garrantzia nabarmendu du
1,lehendakari arantzazuko andre mariaren ohoretan antolatu den ekitaldian egon izan
2,lehendakari biktimen zenbait elkar arduradunekin bildu izan
2,lehendakari den egin justifikazioa inguruan aspaldian entzun dudan argudiorik burgesena
2,lehendakari donostiako zinemaldiaren inaugurazioekitaldian egon izan
0,lehendakari serio egon izan hitzak egin batzuk salbu alferrik erabili gabe badaki zertan ari den ondo
1,lehendakari egotzi dio bizikidetzapolitikan trintxeratu izana ezker abertzalea erakundeetara itzuli denean
0,lehendakari urte izan gaur urte askotarako domekan ospatuko dogu
1,lehendakari inhabilitatu zigutela uste zute baina guk badakigu lehendakari onena herri dela
2,lehendakari etorriko izan non daude beste hautagaiak
2,lehenengo espainia tribunalek junta elektoralak denek
1,lehenengo zuen proiektua zorroztu eta argitu nik ez dut piperrik ulertzenezin dira denak pozikatu
1,lehenik eta behin esan behar dut eztabaida hau euskara hutsez egiteagatik diskriminatzailea dela
1,lehenik eta behin ez izan nahaztu behar euskara hezkuntzarekin
0,lehenik euskadi
2,lehenik herri baieta ondarroari eskeini zenioten laguntzak non daude rementeria toñ non
2,lehenik orain nor oldarkorrago txantxangorri bat baina zerbait gehiago behar dela ohartuko ote gara inoiz
1,leioa arekin milaka pertsona bilboko areatzan eraiki euskadi
2,leioako campusean azken urte ikusi dudan hitzaldirik jende gazte rekinnzerbait mugitze
1,lehio auditoriuma bete eta ekitaldia kale mugitu behar izan izan gazte irabaz
1,lehio primeran bukatu eduki kanpiana egun banaketak egin ostean
2,lekeitiotik gure zorionik beroenak lehendakari besarkada bat eta eutsi gogo
1,lekeitiotik zorionak lehendakari zure urte
1,lemoan pausoak aurrera
2,lemoatik beste pausu bet aurrerananimau eta parte hartu
1,lendakari
2,leporaino hasta arriba
1,libertad respeto adelante
0,lider espainia iglesiasriverasánchezrajoy ehn mitin duten bitartean inabilitatuta bozkatu erregimenari zaska
1,lixto jada aipatu du legalitatea eta alde guztien guztien arteko adostasuna ikusteari utz diezaiokegu
2,llevan intérpretes
1,lmintegieuskal errepublika honetan ez izan egongo juztiziarik politika egiteagatik kartzelan sartzen badira
0,lol
0,lomceren eredua inposaketarena izan heziberri defendatu du horren aurrean
2,lopezen gobernu rgia jaitsi zuen eta gobernu ez du urte igo
2,lortu nahi edukina izan gizartea helburu honetan bat egitea
2,lortutako guztia bertan behera uzteko ordua botoak lortzeko demagogia egiteko ordua ez duzue lotsarik
2,lotsa eta nazka gurea den hizkuntza gutxitu baten aurka joatea
2,lotsa gutxi oso lotsa gutxi
2,lotsagarri ehuko errektoreak egin aldarrikapenei mespretxu egin ona prekarietate ez
2,lotsagarri
2,lotsagarri izan euskara aurkako kanpain bideo hau zuek ez zarete sozialista ezkertiarrak zaborra baizik
2,lotsagarri izan bere euskara aurkako kanpain bideo hau zuek ez zarete sozialista ezkertiarrak zaborra baizik
2,lotsagarri izan egin diotena hau izan eskaintzen digun etorkizuna langileria klasearen kontrako erasorik ez
0,lotsagarri eta hautagaiak nola hitzegiten duten euskara
2,lotsagarri eta nazkagarria euskara inguruan egin zoritxarez ez izan lehen aldia gezurra eta gorrotoa astintzen
2,lotsagarri ezin sinistu
0,lotsagarri hau izan zure eredua
1,lotsagarri moderadoreaeztabaidaa hasi eta berehala ostikada bat eman pzabalari etxe rrolloarekin
2,lotsagarri bideo hau guztiz maltzurra
2,lotsagarri eta zinikoa zuen kanpain denok eduki administrazioarekin euskara egiteko eskubidea
0,lotsagarri usabiaga beste behin
0,lotsaren kanpania izan ikusten ari garena
0,lotsarik bez
1,lotsaz gorritu egin beharko zenuke botoak lortzeko euskara erabilteak hain modu zikina ez eduki izen
0,lotu zuen txakurrak
0,bere izen hitz egiten ez izan ezker abertzalea gogoratu hainbat alde osatzen dutela gauzak garbi eta ondo
1,eta euskara buruz batzuk gure hizkuntzari eraso egiten dioten bitartean
0,enplegu sortzeko orduan espainia ajeak hartzen ari gara et
0,espainia begiratu edo euro begiratu bi aukera dauzkagu
0,gipuzkoa hautagaia gure gomita tan
0,herri honen motorrak piztuko ditu bilduk
0,madril bez kulturala ere inposatzen digu gure tresnak behar
0,madril ezezkoa ematen digutenean hurrengo egun zer isilik
0,pasaiako badiaren biziberritzearen inguruan erabaki ahal izate
0,jauna zein egin eduki madril emango digun zaplastada egun hain zaila esatea izan
0,bakar aurpegiratu dio bideo eko hau oso kezkagarria izaten hasi izan besteak
0,dio etxe bozkatu zuela hori izan fronte minimo batzutatik abiatuta ezberdinen artean aurrera egitea
0,elkar dabil kazetari moduan ezingo lukeen moduan ahaldunduta
0,maddalenek bilduren barruan dagoela esan du
1,maddalenek amildegi albuen itzi ditu itzel
0,maddiurkixo erreharria igormeltxor mikeloraa kikefdzdepinedo josujuaristi ehbildulegebil mirenlarrion
1,madre mí
0,madril zaplaztekoaren ostean bihar zer adostea eskatzen diogu erantzun ez eduki
2,madril berriro atea ixten digutenean zer egin edukin argitu beharko genuke
2,madril eta buelta beste biderik ez du proposatzen
2,madril lezioak ematera etorri hitz bat erakutsi behar diegu auzolana
2,madril gazte sozialistek ergel esan diote
2,madril lan zikina egiten
2,mahats bilketa festan samaniegon
1,maialen eta hizkuntza gatazkaz euskara estatua behar duelako independentzia nik
2,maialenproposamen ulergarriak hizkuntza ulergarrianhizkuntza ulertzen zaio proposamen ez beste hirurei ez bat eta ez beste
1,maider lainez hautagaiarekin solasean
1,maitagarria inork ez esan izana oraindik dela bastoi merkeena
1,maitasuna izan herri honen motorea
1,malkotan utzi nauzu eskerrik asko asko gora euskal herri askatuta gora
1,manipulaziobotere ekonomiko eta hiltzen gaituen matxismoaren aurka borroka daudenei mezurik ez
1,mañana sagües hurbil zaitez koalizioa
1,mañana tres grandes mujeres
1,mañukorta gaztelera euskara
1,marea
0,marijose iz jeltzalearekin solasean
1,mario onaindiaren buruan ez baina errealitatea tematia izan gaur baskismo hura
0,marka izan gero
0,marka izan gero benetan iantzi bera ere euskaldunak saioa gaztelera yuju
1,markinaxemein proposamen entzun prest
0,marko demokratikoa eraiki herri akordio proposamen eta zuzenduta dago
2,marotok ere merezi zuen eta irabaz egin zuen argi euskara uste baina etsai gehiago dauzka eta
0,marotosistemahark etorkinen aurka jo zuenk euskaldunen aurka
1,martitzena eskolapian eta izango dira
2,martitzenean lekeition eta domekan hautestontzietan egongo gara irabaz goaz
2,martxan izan gobernu hapo onartzeko hasitako prozesua
1,martxelo otamendik eusko legebiltzarrean esandakoa ziegan zutik eduki ninduten
1,mas presidentearekin aitor esteban eta biok diada egun
0,massa optimista pensar q guanyin
2,matar estuvo mal esatea eskatzen dio larrioni larrion ez izan horretarako gai worried_face
2,md mesedez
2,me arriesgonn nehb npod npse npp ncs
2,me encanta
1,me gusta esto si
0,me tuve q ir corriendopena
0,megafonia hotsa kale gorri batez izan ’parisko zirkoa etxe gaur lehenengo pasea’
1,mendi tontor gainera igo behar eduki ez nekea ez izan bide txar gora gora neska mutilak igandean denok bat
0,mt lagranetik
0,anderea nik esan egin dut
2,anderea pikatu egin izan euskara buruzko bideo dela eta hanka sartze mundiala egin izatea leporatzeagatikn
1,andereak ia esaldi guztiak ez batekin bukatzen ditu erantzun egoki ez bidez
0,blanca urgell ez izan nire alde
0,mesedez
2,ere rgiaren kontra pertsona ezberdinetara hel dezala nahi edukineta horrexegatik murriztu zenuten ezta
2,ergatiboa zirekin
2,erromatar garaiannerromatarrez hitz egin euskara ez du balionzure hizkuntza hilko izan nireak hemen jarraituko dun
0,eta bere bideo ari zirela dena esan du motzean euskara legeak eta profilaketa adostu ditugu
1,haserre dago baina ez dakigu zergatik kontra dagoela bagenekien baina hor dagoela
2,hau esan beharko zenuke zatozte eta deskubrituko duzue euskara zer emango dizuenn
1,hiltzea beti egon zer txarto eta hori onartu nehar aitortza bat izan deklarazio historikoa egin du ez ezker abertzaleaz ari izan
0,inglesaren garrantzia defendatzen euskara buruz galdetzerakoan ezin izan nahaztu euskara hezkuntzarekin
1,ipini behar nuen baina dagoeneko jasota dago bideo eta guzti mlskr
1,joan izan soltatsen eta finalerako askoz sueltoagoa hits egin du hori rekonozitu behar eduki
1,luzeago aritu dela iritzi zait askenean eta moztu duelan
1,mendira bidaltzeko egun aproposa
2,zer euskal gailur baina gehiago identifikatzen dituen aplikazioa
2,zer bidez zer lokalizatu informazio gehitu eta ibilbideak ikusi eta pertsonalizatu daitezke
2,zer dio ez zaiola iruditu ezkerreko alde bat denik
2,zer euskal herri mendien aplikazioa markatu eta gorde zure igoera guztiak
1,zer euskal herri tontorrak ezagutzeko euskara aplikazio berria probatzeko irrikitan
1,zer gaia unea eta eztabaidarako markoa jarri ditu momentuko erantzun indartzen du diskurtso propioa garatzeak ez
0,mendiek mendizaleek mendigoizaleek mendiegainekoek mendirakoek mendietakoek mendietatikoek
1,mentalitate elebakarra gainditzeko garaia izan aze
0,mentalitate elebakarra gainditzeko garaia izan aze hori ez izan
0,menuda chorrada
0,merchandicinga ere lixto karpia bete baietz
0,merezi izan du iruñ miribillara etorri izana leloari jarraiki
0,mesa informativa gaur traineras aupa
0,michel urte haundiak ere eta diosku igandean
0,mientras tanto invernalia
1,mihiak korapilaturik balekite ezdakikete
1,mikel zerrendakide hitz hartu du proiektuaren koherentzia azpimarratzeko
0,mila esker azalpenagatik zu zeuene lehendakari
1,mila esker by amuritza
0,mila esker gure ospakizunean parte hartu izanagatik ehren etorkizuna gazte ezkerretik eraiki
0,mila esker gurekin hartzeagatik bihar
1,mila esker oxala hautagai eta alde euskaldunek sustraietatik helduko baliote hizkuntzaren auziari
1,mila esker pavarotti ematen diguzun indarragatik
1,mila esker plazerra izan izan
1,mila esker eta ilusio eta lan indautxutik ere eraiki
1,mila esker zerrendakide herri izugarria gaurkoa
0,milesker besarkada handi bat lagun eta ánimo kanpain gogo
0,milesker sentitzen genuna aurpegiratzeagatik euskaldunon duintasuna defendatu dun bakar
0,min dut belarrietan frikitasun ariketa galanta izan eztabaidaari jarraitzea eskerrak etadauden
0,mindu egin gaitu mindu dit zuek egin duzuen bideo boto pare baten truke egin duzuen hautuak eskerrik asko asko
0,mindu egiten naute eko bozeramailen adierazpenek guk ez eduki euskaldun karnetik ematen baina kendu ere ez
2,mingarrie errealiatetik kanpo hanka sartu dezue bideo honekin
2,eta zer ehu petatu dute kasualitateaez rentzat proposamen bikainak dituztelako
1,mintzatzen eta esagutzenduten benetazko espainia hizkuntza euskara izan beste guztia niretzat gaztelania izan
1,minus bat kakotx gehi
2,minutu bat hasteko
2,minutu erdian osakidetzanehunertzaintzaneuskaraz artatu ezin izan didaten hainbat egoeraz oroitu naiznn
1,minutu gutxi barru hauteskunde kanpain azken elkar egin eduki gaur lehendak
2,mira
1,vuelva cuando razone
1,larrion bilduk kalitatezko hezkuntza baldintzak bermatuko ditu zabalga
2,larrion guretzat herri beste guztiaren gainetik dago bildu herri dela
2,larrion guretzat lehentasunezkoa izan arabako ardogintzaren sektorearen def
2,larrion hemen eta orain lortuko eduki herri duina eraiki baldintzak s
2,mireu aq article sobre euskadi catalunya molt interessantn
0,miribilan bakar ez leku guztietan eta haunditzen ari behar izan hauteskunde eta gero
0,miribilla bete gazte ere bildu
2,miribilla bete ari izan ekitaldiaz gozatzeko
0,miribilla izuragarriainrnennnlarrninon nametsa gogoaren igandean
0,miribilla eta san adriango jaietan izandako eraso sexista salatzeko elkar deitu dute etan jaigunean
2,miribillako ikuskizuna hastear
0,miribillako ekitaldia hasi berri goazen hobea bat eraiki
2,miribillan duzu hemen baina hobea algortara bazatzozie etan bertan egongo izan
0,miribillan ez bazinen egon bozkatu baina lehen ikusi eta entzun behar dituzu http
1,miribillan izaskun larrategiren omenez egin txaparekin
0,miribillan txikientzat haurtzaindegirik edo antzeko zerbait izango izan
1,mitin ederra algortan primeran baina gaurko onena paul lakak esandakoa gazte bozkatu
1,mitin surrealistakn
2,ederto zer plan dago gaur eta bihar
1,kale korua bertsoak txistulariaknegin barre nigandean denok
1,amonzonenak etzian makalak izangobaina bihar
2,mito paiaaaaso lehendakari egin barre egin herri egin topa gora ardo gorriak
1,mmm ez dut galdera ulertu gipuzkoa zutik aipatu nuen amaieran ez
2,modelo lan irriparra ahoan eta soineansalgai ditugueskuratu zurea
2,moderatua kontserbadorea dela epela ere sinonimoa hizkuntzaren moderazioa burua modelatzeko
2,moderatzaileak noiz interbenituko du gainetik hitzegiten du eta badirudi gainetik ere
2,moderatzaileak erabaki eskubidea baina baina ez babesteari buruz argi gelditu izan niri batere ez
1,molta sort diumenge euskal herri somriura més grandes
2,moltes gràcies eskerrik asko asko
1,momentuz hobea miriarteurkuili eta niretzako behintzat
1,mon dieu hau ere ikusi behar genuenn pediatria solairuann eta zergatik
2,montero eta unzalu aditu horiek abertzalea ote toñ abizen euskalduna izan herri txikietakoek
2,motorra industria dela nahi edukilako
2,motxian esanda euskal style independentzia nahi dut nik
1,mozala non dago faxismoa euskal herri ez izan gauza berria
2,mozkortu nahi erderakada bat botatzen duen bakoitzean ala ostiko bat emoten dautsanean hiztegiari
1,muerete
1,mugimendu iraultzailea egituratzen den artean bozkatu kontrajarria izan
1,mugimendua animo eta indarra
1,mugimendua gara garaipena gara izan garelako gara eta izango gara gora herri
1,mugimendua gara iraila
2,mugimendua garanherri bat martxannguk
1,mujeres protagonistas gaur
2,mujeres qtrabajan junto cn suscompañerxs x
1,munduak orekarako joera du ere oreka berri juxtuagoa hobea nahi eduki
2,murala margozten hasi gara eta gazte parte hartzea nabaria daezkerreko gazte independentistok
1,murrizketarik gabeko herri erabaki eskubidea eta bakea herri akordio eta
0,musikaz eta irriz hasi eduki ekitaldian hernanin solanorekin
2,musikaz osatutako bideo bana egin dute eta akordeoia eta technoa
0,my name is mountain
2,milioi inbertituko ditugu hazkunderako eta milioi enplegu planerako
2,argi eduki gure bozkatu
2,argi eduki helburuak argi eta berauek lortzeko ekinean ibiliko gara
2,asko dira euskaldunak inork esango ote du ezer alde euskara hartzen ari den jarreraren aurrean
1,autogobernuaz hitz egiten edukinean gure izaeraz hitz egiten eduki
2,buenismoarekin ezin dut
1,denon artean eraiki eduki nola zutabe sendo batzuen inguruan
2,egun on errolda ziurtagiri bat nahiko nuke perdó ábleme castellanon
1,egun on errolda ziurtagiri bat nahiko nuken perdó ábleme castellanon
