,label,text
2404,1,aldaketa soziala herri feminista defendatzen duen gobernu eta espainia alde eiteko benetako aukera nahi baduzu bozkatu
2405,2,alde biko bidean berriro luzatu dio eskua hark erantzun egin dezagun bidea
2406,1,alde hemendik
2407,0,alde hemendik  nguk independentzia nahi eduki
2408,1,alde ere hitz bat izan soilik atzean proiekturik eduki ezean
2409,0,alde guztiekin akordio iristeko predt gaude eneko andueza eusko legebiltzarrerako hautesk
2410,1,alde guztiekin hitz egin eduki ez eduki inongo arazo gure emaitzak ona izango direlako
2411,1,alde politiko sexismoaz eztabaidatzen
2412,1,alde politikoei luzatutako galderei erantzun hemen erantzun
2413,0,alde sozialistako kideak programako lehentasunak azaltzen aritu dira
2414,0,alde garaia lhkn
2415,1,alde legea bete eta eusko jarlaritzako aurrekontuaren lankidetzara bideratzea eskatzen diegu
2417,1,alde hautagaiekin erroldan ere bildu garansareko ordezkariak rafaela romerorekin
2418,0,alde hautagaiekin errolda abiatu eduki gaur ehbilduko rekinnpozik salatzen dut bere egiteaz
2419,1,alde batek bere liderrak eztabaida bat irabaz duela esatearen balioa
2420,0,aldiz domaia ez dutela galdegin ehbildu bidez
2421,1,aldiz hiritarrok zerbitzua euskara jasotzeko baina izan daitekeela oztopo nahiz eta hizkuntza ofiziala izan
2422,2,aldiz orain langilek eskuin abertzalearn presioa jasatn eduki
2423,0,aleluya baina berandu
2424,0,alfer akonplejatu inposatzaileak eta irakasle dira
2426,1,alfonso alonsoren adierazpen guztietan kontrako eraso bat dago
2427,2,algortako gazte argi eduki bildu
2428,1,algortako gazte
2429,1,algortako plazan topera neuskal errepublika independiente aske eta feminista
2430,2,alguien ha mencionado canadá
2431,1,alkartasun egun justizia soziala euskal herri giza eskubideak ardatz
2432,1,alkate eta zinegotzi ohiek babesa bilduri iraila erako
2433,0,alkateak eman dio hasiera errenterian ekitaldiari
2434,1,enmudece ante
2435,2,eta liskartu dira erakutsi guran nor den autentikoagoa euskara kontrako politiketan
2436,0,ezin izan lehendakari izan euskaldunen eskubideak baztertzen dituelakonzabala gaitasunik ez duelakon ay 
2437,0,ha hecho lehendakari
2438,0,txio bat idatzi dio zure anaia galen terrorismoak hil zuen joxi zenaren
2439,1,alonsoren irainaren aurrean nire elkar arerio politiko
2440,2,alor honetan falta izan zer errez den batzuentzat ezker abertzaleaz hitz egitea ezker abertzaleako kiderik gabe
2441,1,ama azken ekitaldia kanpoan egiten ari gara ez ginen kabitzen aurrera
2442,2,amasa villabonako gazte mural dotore hau margotu dute herri berri baterantz gazte
2443,1,ambas hemen dauzkazu gure proposamen
2444,1,amen
2446,1,amorrua lotsa auzolotsa nazka hitzak falta euskaldunok beraz elebidunok irainduz egin bideo ikusi ostean
2447,2,anaiakgermans
2448,0,anarik dio eskerrak ahulak garen ahulak gara baina baina gure ahultasunak indartsu egiten gaitu ausart
2449,0,anbotoko marik madarikatu dezala orain ezin dut hau burutik kendu
2450,1,anderea errespetu osoz baina iruñ bisitatzea gaizki ez legoke eta ez san ferminetan
2451,1, rek dio independentzia ez dela bideragarri gaur egun euro
2452,2,anima zaitez laguntxo pixka bat es mucho
2453,1,animatu
2454,2,animo ni lasai gelditzen izan ehbildu batuketa egin nire begi napar ukerra izanen izan
2455,2,animo eta aurrera sakana nafarroa
2456,1,animo joxe denetik dago eta hemen eta
2457,0,animo lan edarra eitten zabizie eta
2458,0,animo lotsagarri izan alonsoren erantzun
2459,1,animo badakizu askok zurekin gaudela egun egun besteon kritikak ez gaituzte geldituko aurrera eta irabaz
2460,1,animo tu puedes
2461,0,animo eta aupa zuek eta beti aurrera
2462,1,anjel lertxundi hitz besten spotari buruz
2463,2,anna gabriel historiako borrokalariak defenditzen jarraituko eduki bezalako pertsonak omentzen jarraituko eduki
2464,2,antifaxista nantifaxista izatea ez izan delitua
2465,2,antza aht burutzeko asmoa du horrela izan ez izan hobea eta
2466,2,antza denez ez dago diasporarik argentinan urugauyen venezuela d
2467,1,antza erabaki du orain zer den tortura eta zer ez esan gabe doa ondorio latzenak sarri ez ditue
2468,1,antzerako parezido
2469,1,antzua kanpain botoak irabaz beharrean galtzen ari baita jaiari buruz esandakoarekin bat
2473,1,araba bizkaia eta gipuzkoa espainia alde eredu ezberdinak ditugu
2474,0,arabako azken jarlekua eta csen artean jokatuko danaraba abertzalea  euskadi autogobernua mehatxatzea
2476,0,arantxa tapia ekonomiaren garapen eta lehiakortasuneko sailburua izen
2477,0,arantxa tapiari egin elkar argitaratu dut biztanleekin konektatzen asmatu du zer
2478,1,arazo politiko ezin dira bultzaka konpondu l mintegik atzo herri pertsonak dira
2479,2,arazo izan abertzale hoiek gutxi enteratzen direla zer edo esaten dutenaz zoritxarrez twitter gutxik erabiltzen eduki
2480,1,arazo ez izan batek gaizki egitea orain dela urte bezain gaizki egitea baiziknleire narbaiza
2481,2,arazo dauzkagu zalantzarik gabe ondo ezagutzen ditutnbaina benetan bide onetik goaz
2482,0,ardatz estrategikoak aukeratu ditugu inbertsio produktiboa berr
2483,1,ardatz estrategikoak aukeratu ditugu inbertsio produktiboa berrikuntza nazioartekotzea
2484,2,arenalean ezin egon izanaren penaz eta inbidiaz orain kartelez josi herri eta auzoak bozkatu
2485,2,aretoa txiki geatu eta ekitaldia kanpoan egin ber izatia
2486,0,argazki ederra
2487,2,argazki kanpain bultzadakeinua irribarrea eta ilusio
2488,1,argentina bisitatu ez duten lehendakari bakar eta
2489,2,argi dago gaurkoa sakonean alde dala batez ere eusko langileen alkartasuna sindikatuaren alde
2490,2,argi dago independentistok bozkatu bakar edukila
2491,2,argi dago politikan sartzeko gutxiegi eskatzen dela bidez
2492,2,argi dago errefentzia markoa espainia dela eta horrek hondora garamatza bila ditzagun erreferenteak beste toki batean
2493,1,argi dago etxe lan egin ditu errealitatea ondo aztertuta datuak ikasita eta irtenbideak zehaztuta
2494,1,argi dagoena hurrengoa izan euskal alde batera joan behar garela
2495,2,argi eta garbi irabaz du
2496,0,argi geratu izan hitz bakar nork ordezkatzen gaituen euskaldunoi
2497,2,argi izan eraiki aukera bakar izan
2498,2,argi utzi zuen oreretanitoan doan estatu batzuen menpe aritzea baino abentura handiagorik ote dago
2499,1,argi zegoen eta argi dago izan herri gehiengoaren erabaki azken eramateko prest dagoen alde politika bakar
2500,0,argia eta zorrrotza euskara politikeri gutxiago alor honetan eta herri hizkuntza eskubideak bermatu
2501,0,argiago ezinezkoa gazte amurrion etorkizun duina irabaz goaz
2502,2,argitaratu dut egin elkar presoak euskal herri alde dago
2503,2,argitu du estatutuko printzipioen alde bozkatu lukeela
2504,2,argudio okerra nire ustezbildu injustiziei buruz aritzen izan etengabenbestela nola egin aurre injustiziei espainia
2505,1,argumentuei eta proposamen baino moderatzaileari so ibili direnek argi islatu dute nork irabaz duen
2506,2,ari ari ari lehendakari nzorte on
2507,2,ari ari ari lehendakari zarautzen eskerrik asko asko
2508,2,arimarekin defendituko dut nire aitaren etxe
2509,1,aritz lehiakideak lehendakari ahotsa du edonor lokartzeko modukoa
2510,2,arlo ezberdinetako aritu eta adituekin osatzen ari den istorio eder bat izan bildu aniztasuna izan ezaugarri bereizgarriena
2511,1,armaldo egin izan house
2512,1,arabako eta izpiritua aldarrikatzen euskal herri osora zabaldu nahi eduki
2513,0,barrera veee
2514,2,coelho
2515,0,etorriko izan
2517,0,gure lehendakari
2518,2,inbidia latza pasako zenuen ez
2519,0,iparraldeari dagokionez zer
2520,1,itzela neretzako gure lehendakari onena izango dena ahulkia hartu gabe
2521,1,jabor militante imaginário
2522,1,agertzen den saioen emisioa bertan behera uzten badute etbeko meza santura joatea
2523,1,bakar dela ezker abertzaleak historikoki izan duen gabezia bat gainditu duiriarterekin komunikazioa
2524,2,izan sare sozialak hobea kudeatzen dituen hautagaia
2525,0,dispertsioa hasi zenetik hildako egon dira
2526,0,bilduren ekitaldian
2527,2,erabaki hemen hartzen baditugu hobea ala okerrago biziko gara erabaki madril edo bruselan
2528,1,eta bihar bergaran
2529,2,ezin izan twitterren egon
2530,2,falta izan
2531,2,kendu etairiarte ikusiko eduki oraingoan
2532,1,loren
2533,2,presenta larrion yiriarte forum euro
2534,2,preso gaixoen eta dispertsioaren estabaida ez eduki onartuko arrazoia ez eduki
2535,2,usurbilen gaur ehbilduren gazte ekitaldian
2537,1,zer berak esaten duenez
2538,0,hitzartze osoa jtk
2539,0,hitzartzea miribillako ekitaldian
2541,2,elkar orain telebista publikoan kataluniakoan
2542,2,putzo arte
2543,2,arraiamaeztun ere argi eduki ehbildun
2545,1,arranopolan bihar iturria
2546,1,arrasaten asko egin eduki eta horregatik gainditu ditugu espainia markak
2547,2,arratiako gutuna argitaratu dabe azken begitun
2548,2,arratien pausuek aurrera iraila bozkatu bildu
2549,2,arratsalde arabako ekitaldi nagusia plaza berria eta
2550,2,arratsalde unai asurmendik kirol programa aurkeztuko du kultur etxe etan aurkezlea
2551,2,arratsalde usurbilgo gazte jaialdian egongo izan animatu primeran pasatuko duzu eta
2552,2,arratsalde etan otxartaga parkean
2553,0,arratsalde etan   eta untzaga plazan karpa prest
2554,2,arratsalde manifestazioa aurretik bartzelonako etxe bisita egiten lagunekin
2555,1,arratsalde prestaketa lan eta paul laka
2556,1,arrazoi duzu nafarroan ere kakaldiz kakaldi dabiltza beti eta ez dira desagertzen harrigarri
2557,1,arrazoi handiabestetei iruditu izan komunity manager bat eroaten duela
2558,1,arrazoi osoa duela eta elebakartasunetik benetako askatasunik ez dagoela
2559,2,arri zulaika bildu irabaz atera izan eta zuen irribarreari ezker lortu eduki
2560,1,arrigorriagaren egoera gaur tamalgarria errespetua guztion hiztegian ez edukitzea
2561,2,arriskatuko izan anderea
2562,1,arriskuak hartu behar dira eta madril begira egon izan etengabe kikilduta
2563,2,arrosak eta eskuorriak banatu dituzte kideek
2564,2,arrotasuna
2565,2,askatasunaren atea irekita dago egin den borrokaren ondorioz
2566,1,askeak izateko jaioak garanguretzat herri den
2567,1,aski zenuten horrelako jendaiari kontuak isteko eskatzen hasiepaitegietatik pasa ondoren noski
2568,2,asko asaldatzen gara deo nazkagarriagatik gutxixeago alonsoren mezu xenofobo eta klasistagatik iruditu zait
2569,1,asko aurreratuko genuke denok argi hitz egin gero argitasun paktu dela hainbeste hitz egiten den honetan
2570,2,asko dakigu industriaren alde egin orduko txandak pasa den asteburutik acbn
2571,1,asko eskertuko nizueke erantzun bat izan ere eta zorionez jendartea gero eta gehiago kezkatzen duen gai bat izan hau
2572,1,asko ikasten ari izan zuekinnaupa zuek
2573,1,askotan egin dut gazte enplegu alde aldarrikapena hau izan enpresek egin dezaketen inbertsiorik hobea
2574,2,askotan kutsatu izan zenbat aldiz lagundu du zer estatuaren gobernagarritasunean akordio
2575,1,askoz lehenago deitu zuten gorri calvo sotelok
2576,1,asos osas hori benetan nekagarria izan eta izugarri luzatzen ditu zuen esaldiak behar gabe aski izan
2577,1,aspaldiko partez telebista eskertzekoa
2578,2,aste honetan algortan ekintza ezberdinak gazte bozkatu
2579,2,aste honetan azkoina proiektua bueltatu izan nnmartxan gaude eta jadanik
2580,1,astearteanaretako parkean solasaldia etan
2581,2,astearterako zuen zai gaude bergaran egin barre egin herri
2582,2,asteazkenean ordezkariak eztabaidaan gure
2583,1,asteazkenean algortan gazte argi eduki bozkatu independentista bildu
2584,2,asteazkeneko solasaldirako kartelak jarri gaur goiz leioako unian gazte
2585,1,asteburun zapatun miribilla eta domekan bideo grabaketa
2586,1,astelehen etan plazan eta izango ditugu hemen gonbidapen bideo
2587,1,astelehen etatik aurrera plazan eta izango ditugu hemen gonbidapen bideo
2588,2,astelehen   bildu eta ordezkariekin
2589,1,atera diren lege garrantzitsuenetan egon izan akordio esaten edukinean praktikara eramaten eduki
2590,1,ateratzen diren bozkatu direna direla ere gaur norabidea duen ikusi dut zorionak kriston taldia eta ideia argiekin gora zuek
2591,1,atik ztara isilune batn
2592,2,atrebiduko izan domeka eguerdixan entrebistatzen
2593,1,atutxa izan euren ineteresak inork baino hobea defendituko dauzana
2594,1,atzerrian espainola euskal herri euskalduna espainia ez dakigu entsalada ederra dekozu gero
2595,2,atzo areatzan ikusitako ilusio berberaz gaur txanda eta ekin
2596,1,atzo argi geratu izan alde popularra alternatiba bakar dela nazionalismoaren aurrean
2597,2,atzo barakaldon denok lehendakari
2599,2,atzo bergaratik joan beharra eta bihar klasia eduki ezin ikusi ez izan nire patua berakin guruzatzia berriz
2600,0,atzo bertan zallan kide naizela aitortu nuen
2601,2,atzo dulantziko jaietan eta
2602,0,atzo errektoreak eskaera konkretuak egin zituen horiek gauzatzeko konpromisu du akordio bidez
2603,2,atzo euskara gaur bihar nor izango izan sozialisten itu pokemonak twitter pintxoak trikia
2604,1,atzo kanpain hasi ginen beste politika bat posiblea dela
2605,0,atzo gaur izan inork ez du eskatuko inguruan moratoria denak alde
2606,2,atzo euskaltzalearen astakeria eta gero urkulu jaunarena atzetik viva zuek
2607,1,atzo jangeletakoak babesten gaur aiputu bez azpiegituretan agianze pena aukera galtzea
2608,2,atzo oreretaerrenterian milioiko inbertsioa egin eduki oarsoaldea biziberrit
2609,1,atzo pilak kargatzeko aukera izan genuen indarra eta ilusio herri eramateko prest
2610,2,atzoko eztabaidatik harritu ninduen beste gauza bat hautagaiaren errespetu eta edukazio falta kalkulatu eta entrenatuaizan izan
2611,0,atzoko ekitaldia galdu bazenu laburpen bideo merezi du ikusteak
2612,0,atzoko ekitaldiaren kronika proposatutako eraldaketa ageri agerian
2613,1,atzoko hizketaldiarekin amaitzeko zinegotziak diran
2614,1,atzoko laburpena eta
2615,0,atzoko entzun nuen bakoitzean abesti hau gogorarazten zidan
2616,2,aukera aparta proposamen euskara arloan martxan ipinteko salatzeko
2617,2,aukerarik onena euskadirentzat dudarik gabe abertzaleon botoa
2618,2,aupa ekipo ilusio konpartituko eduki zuekin ostiralean
2619,1,aupa ekipo irriz herri egin
2620,0,aupa euskadi
2621,1,aupa gauzak bere lekuan jarri rentzatordea euskara buruz hitz egitea denbora galtzea izan
2622,2,aupa gazte
2623,1,aupa gazte argi eduki gure bozkatu bildu irabaz goaz
2624,2,aupa nu lehendakari
2625,0,aupa
2626,0,aupa animo eta aurrera
2627,0,aupa ngora
2628,2,aupa pablo gorostiaga eta aupa areta
2630,1,aupa portugalete oinez bizikletaz korrika herri egiten irriz milaka bozkatu
2631,2,aupa sabino
2632,2,aupa zuek
2633,1,aurkakotasun politiko sanoa izan baina hau gehiegizkoa higuingarria eta onartezina izan onartezina
2634,2,aurkezlea estatus politiko estatuarekin apurtu bain bla bla bla bla bla bla blann
2635,2,aurkezleak miribilla marabilli dela aipatu du nik eta berau osatzen duten pertsonak direla esango nuke
2636,2,aurre egiteko erreskate soziala izan konponbidea dezagun denontzako herri
2637,1,aurreikusitakoa baino euro gutxiago jaso dituzte aldundiek hori izan aldarrikatzen duen jestio ona
2638,1,aurrekontu bat hitzartu eduki lau urte hauetan milioi euro inbertituko ditugu
2639,1,aurrera araba
2640,1,aurrera beti aurrera
2641,1,aurrera egin izan izan bere asmoa euskara idatzi dun bakar bizi nahi edukilako
2642,2,aurrera egiteko pauso berri bat eman behar edukinenplegu berria sortu eta langabezia jaitsi
2643,2,aurrera egiteko traba eta uztarriak gainetik kendu behar ditugu gurea askatasuna izan nnazken minut
2644,2,aurrera euskadi proiektu on bat merezi duzulako bozkatu
2645,2,aurrera goaz irabaz goaz
2646,1,aurrera presidenta
2647,2,aurrera oso ondo egiten ari izan
2648,2,aurrera inor atzean utzi gabe hori izan eusko alde jeltzalea
2649,1,aurrera mesedez ez ahaztu yoyes kanpain honetan
2650,0,aurreran
2651,2,aurreskua eta ondo etorria emateko
2652,0,auteskunde hauetan ez ditugu bozkatu gehien jasoko zihurrenik egin barre ikasi eta aurrera egin edukilako
2653,0,autobus eta jende andana somatzen izan dagoeneko miribilla inguruan
2654,1,autogobernua ondozate gehiago izateko eta baita gure nazio izaera aitortzeko ere
2655,2,autogobernua sakondu nahi du baina indepedentziak ez ligukeela ezer onik ekarriko baieztatzen du
2656,2,autogobernuan sakontzeko adostu kontsulta eta espkin negoziatu eta azken hitz nork herri ala espainia
2657,0,autonomismo zikinaren itzalpean euskal herri erraiak desagertarazten jarraitzen duzue eta espainia eredua inposatu
2658,2,autonomoak eta eteak babestu eta bultzatuko ditugula argi utzi du
2659,2,auzia ere polonian irakurgai hau izan basque country marka nazioarteko lotsa
2660,0,auzoko bizilagunekin egon dira gaur goiz eta
2661,1,auzolanaren antzekoagoa izan sovieta seminaristek elizarentzako hamarrenak jasotzea baino
2662,1,auzolanean etxe guztietara iristen ari izan aldizkaria euskal herri
2663,1,auzolotsa
2664,2,auzolotsa euskara eskubidea eta normalizazioaren aurka atera duzuen bideo
2665,2,auzolotsa mesedez ez sustatu gorrotorik kendu bideo iraingarri hori utzi euskara pakean
2666,2,auzoz auzon
2667,2,ay me has pillado
2668,0,ay parad esto
2670,2,ayercomparen
2671,2,azala behar izan langileon baldintzen aurka egiten ari dena egiten ikusita
2672,2,azaldu elikadurapolitikak
2673,2,azalduko didazue honen arabera gure alabak duen arazo zelan konduko den
2674,2,azken aste bizi bizia antolatu eduki kideok lan eta ilusioaasko eduki jokoan zatoz
2675,2,azken asterako ilusioz gainezka eta barikuen jaian
2676,2,azken astin berriztarrak indarrez eta ilusioz gainezkan
2677,2,azken banaketa egin eduki gaur egun kale kolorez bete lortu ostean lehio ngora
2678,2,azken egun bozkatu garrantzia lau haizetara zabaltzeko sarrikon euskal herri bezala
2679,2,azken finean iraultza eta maitasuna gauza bera dira
2680,2,azken galdera bat zenbat bider moztu du
2681,1,azken lau urte benetan zailak izan dira guztiontzat
2682,1,azken mezuan mr robot itzuli izan
2683,0,azken txanpa hauteskunde hauetan amurrion gaude eta ekin
2684,2,azken txanpan elkar du ikusgai
2685,2,azken txanpan sartu garagaur tolosan kirol programa aurkeztuko eduki unai asurmendiren eskutik eta kal
2686,0,azken txanpan sartu garagaur tolosan kirol programa aurkeztuko eduki unai asurmendiren eskutik
2687,2,azken zatia ikusi egin nuen eta zentsuzko zenbait gauza esan zituen baina eta alde hobea egon izan
2688,2,azken ez zait argi geratu proposamen autogobernua bruselas estatututa
2689,2,azken boladan denok kritikatzen gaituzte horrek ondo ari garela esan nahi du
2690,2,azken txio hauek edo falange tradicionalistak sinatu ditzakenn
2691,2,azpeitia plaza jende lepo eta entzun
2692,1,azpiegiturak eraiki herri ondozatean islatuko dela saldu nahi digute baina gezurra izan spanish style stop
2693,2,azteazkenean ez zenuen ikusi egin zioten elkar telenorain duzu aukeraguztiz gomendagarrian
2695,2,aan ez sabe ezta aipatu hori baina sanchez rajoy rivera eta iglesias birritan edo gehiago
2696,2,agi babes sozialerako instrumentu garrantzitsua izan gipuzkoa aurreko legealdian ezarria
2698,2,atzo ahtaren amaituta dagoela esan zuen
2699,2,egoki izan
2700,1,emozioa eskerrona alaitasuna eta zergatik ez harrotasun puntu bat gazte hauen gurasook garelako
2701,2,ez dakit sorpresa den ala ez den baina txar dabilena
2702,2,ez zait iruditu besteekin sartzea oso eraiki denik hori ulertu dut behintzat
2703,2,gaur basaurin beste eredua ikusten ari gara jendartea iraintzea
2704,2,hori bere kopeta sartzeko adinako etxe duela hain justu
2705,2,hori eredu diglosikoa euskara kaltetan dela apaingarri bihurtzen du
2706,2,hori ekitaldiak jende gainezka jarraitzen dute lehendakari onena heri
2707,2,horiekin beti gustura
2708,1,horren dezepzionantea ezin izan zeren goiz irratian puntuak kalkatu ditu ordezkariakn
2709,0,dioenean nafarroan moduan ea amaieran aipatu zun edapena izan leiken destituyente ez izan arren
2710,0,ez du zehaztu eta dauden endogamikoenak elebakarrak dira beraz horiekin bukatzearen alde dago ez
2711,0,nik eztabaidan ikusi nahi nuen nhonetarako ere beharko eduki
2712,2,nire ustez ondo ari izan etbko eztabaidaetan ikusitakoaren arabera okerrago ikusi dut
2713,0,niri gustatu zait bukaera xd
2714,2,politikarien alde ikusten dut alde alde horretatik gurdiz momentuz
2715,1,eta zintura gitxigaz dabiz gobernu alternatiba osatzeko ori izan bida espaiñolekin marko amankomuna
2716,1,eta zintura gutxigaz dabiz gobernu alternatiba osatzeko ori izan bida espaiñolekin marko amankomuna
2717,0,zuekin dauz gobernu danetan gipuzkoa donosti
2718,0,zure twitterrean bigarren mailan jarri duzu
2719,0,babes sozialaren atalean zuzen murrizketez eta gaur alokabidek egin etxe
2720,2,bada bi estrategien arteko ezberdintasunik ezin egin bata jakina zait eta bestea jakin falta
2721,1,bada iraganekoa dela dioenik baina gaur ehunka dira bera entzun hurbildu diren ikasleak
2722,0,bada marka gero mezu lotsagarri eta vox eta csen esparru bera duzuela onartzea alegia zorionak
2723,2,badaedo bozkatu arrazoi politika eta pertsonalaktximeleta pasau izan miribillatiktornadua dakar
2724,2,badakigu zelan zegoen jairlaritza lehendakari heldu zenean eta orain errentetatik bizi garela esateko kopeta dute
2725,0,badakit baina ikono bezala oso eskasa eta politikari bezala zer esanik ez
2726,1,badakit ez dutela aipatu orokorrean baina hauteskunde egun indarra ez aipatu
2727,1,badakizu eremu euskaldunenetan geo gaztelera elebakar gehio daudela eta euskara erabilera beruntzdakizu hori nahi dezu
2729,2,badakizu zenbat kobratzen duten dei kudeatzaileek ez ezta edo baina
2730,2,badator denboraldi berria hauteskunde kanpain elkar azkue hautagaia
2731,2,badator goraldia hemen herri duin bat dago animo aurrera irabaz
2732,2,badatorrela iritsi dela alde garaia
2733,2,badaude benetazkoa abertzaleak  esan duena eta geo bozkatu badute abertzaletik gutxi dute
2734,0,badaude hamaika arrazoi bozkatu
2735,2,badaude zu modukoak ezkerti independentista zarela diñona nkolaboratazaileak bezala espainia kongresua jokatzen
2736,2,badaukagu
2737,2,badekot
2738,1,badirudi egin lan ordainak jasotzen gabizela pentsakera moldatu du gutxienez
2739,1,badirudi bilduk gazte konektatzeko gaitasuna galdu ez duela batzuek horo askotan errepikatu arren
2740,2,badirudi estatuan biktima bakar daudela etak eragindakoak lotsagarri iritzi ezberdinak ditugu baina animo
2741,1,badirudi ez zaizula gustatu esandakoa zilegia izan baina hor dago ez desitxuratu gabon
2742,0,badirudi helburu batzuk zeudela eta ez zirela bete ere argi geratu izan aurrera rgia eskatu dezaketela
2743,2,badirudi hizkuntza ofizialetako bat ez dela hain ofiziala
2744,1,badirudi erronda guztiak ixteko aukera ematen diotela argiki bere hobea egin lezakeen keinuan
2745,1,baditugu arrazoi pertsonalak bozkatu mirribillatik tximeleta bat pasatu omen daaldaketa dakargora ezpain gorrien iraultza
2746,2,bagoaz laudioko kale eta auzoak ilusioz eta mezuz bete gure proiektua egoki dela zabaltzera
2747,2,baina aitortzen dut eztabaida batez ere negar egiteko euskara izan
2748,1,baina euskalduna euskatzalea elkar alde eta ezkerreko alternatiba dalako
2749,1,baina baina azken zortzi urte hauetan bezalaxe enpresariei zergak laburtu eta zabor kontratuak flexibilizatuz nazkanteak
2750,2,baina baina hau niretzat jolas bat besterik ez izan baina rentzat iritzia baldintzatzeko tresna izan
2751,0,baina baina ez dt uste graziarik egin dionik aipuak egia edo gezurra bakar daki
2752,0,baina baiiimaddalen izan ezikbesteaketa ez ulertzen idatzi duena
2753,1,baina baina berdin pentsatzen jarraitzen dut izango izan bigarren
2754,2,baina egia izan bera badaki oso ondo nola egin puntu asko irabaz du horrekin ideiak garbiak bezteena ez
2755,0,baina egia izan orain irabaz du eta zuen aukera bakar izan jarri
2756,0,baina gizartearekin bat helburuarekin aurrera egitea klaro baina gogoratu aurrekoan
2757,0,baina hori esan du baina ez agobiatu oraindik agurretan dago
2758,0,baina horixe oi tant eta gero herri
2759,1,baina horregatik nioen
2760,2,baina zure maitia d onena dena atera izan aurrea zuen planteamenduetatik
2761,0,baina izen ez du asmatu eneeeee
2762,0,baina nahi dut estatus aldaketa baina ez gidaritza kontinuistan gure inguruko errien prozesu eraiki osagarria
2763,1,baina nahi dut estatus aldaketa ez gidaritza kontinuistan eta obeto gure inguruko errien prozesu eraiki alboan
2764,0,baina noski eta zintzoa izan eta bildu ez
2765,2,baina ona marko amankomuna adostasun nazional edo  herri akordiak bixetan antagonismo eskasa
2766,0,baina politika eraldatzailea egiteko ez morroi izaten jarrn
2767,0,baina bere bilakaera berdina egiten ari izan sorkuntzan izan eta dagoeneko erkidegoetako banaketa bera egin eduki
2768,1,baina nik ere
2769,0,baietz gaur eta bihar arteko bi irudiei lotura emankorra ateratzeko gai garelan
2770,0,baikorra izan euskadi osatzen duten pertsona ororekin eraiki edukin euskadi sinesten dut gora euskadi askatuta
2771,0,baimenarekin irakurri hau tabeste barirk ez egotekotanondo ibili guztieiosasune
2772,0,baina ahtarrn alde edo aurka zaudete ez izan hobea moratoria bat
2773,0,baina beraientzat baina
2774,1,baina erabaki eduki eta erabaki eskubidea oinarrian jarri azken saiakera egitea
2775,2,baina eske ez dago imaginatu beharrik zenbatetan baztertzen gaituzte euskara jarduteagatik
2776,0,baina ezin eduki ahaztu espainia batasunaren alde eta beldurraren kontra sinatu zituen agiriak ere zurekin ados
2777,2,baina goiz txio batean aldaketan kokatzen zenuen eta orain hau diozu
2778,1,baina guk herri kanpoan geratu ordez denok kale guk
2779,0,baina hau ez izan oraingoa eta beti beti bukatzen dezute beraiekin paktatzen
2781,0,baina industriaren funtsa langileria izan lan duina ordu eta oinarrizko soldata ezinbestekoak dira
2782,1,baina inork ez dio gogorarazi behar gatazkaren parte biolento izan dela damutu dadila bere biolentziaz
2783,1,baina zer txakur dabilen
2784,1,baina regenarazionista edo eraldatzailea izan
2785,2,baina talde berekoak izan behar ziren egun arte hartzekoa nintzen dantza dezagun egun arte
2786,2,baina zer txarto ene bada
2789,2,baino horretarako ezinbestekoa izatea hemen erabaki etorkizun hobea izatea
2790,1,baionako espainia kontsulatuan bozkatu berri espainia kontsulatuetan bozkatu behar edukin azken aldia iz
2791,1,baita nire partez ere zer zer mirenek zuk eta gainerako guztiek egurra
2793,2,bakar euskara gaiaren inguruan sendo eta haserrea adieraziz eskerrak epel eta ia denborik eskaini gabe
2794,2,bakar twiterreko bideo
2795,1,bakea eta bizikidetzari buruzko ekitaldia arekin tolosan zuzenean jarraitu gure webgunean
2796,1,bakoitza bere rolloan euskara maila lotsagarri eta eztabaidan eta pisuarena galduta
2798,0,bakoitzarekin apur bat gehiago euskaltzaleagotzen izan ez galdu aukera
2799,2,baldintza txar utzi ditudala oraintxe esan berria xd
2800,2,baliteke euskara erabiltzen duten euskaldun kopurua igotzea bideo honen ondoren eskerrik
2801,0,baliteke ziztu bizian dihoan tv horretan zure punturik indartsuena ez egotea baina herri xeheen ordezkari bikaina izan aupa
2802,1,balmaseda lehendakari ariariari lehendakari
2804,1,balmasedako zallako mitin
2805,0,bapo aibala eta nora begira dago eibarko udal gobernu
2806,0,barakaldoko ekitaldia hasi eduki eta ekin
2807,1,barakaldoko gazte
2808,0,barakaldoko herri plazan etan eta zatoz eta parte hartu
2809,1,barakaldorekin quim arrufat eta lagun ditudala
2810,0,barkatu baina izan izan inoiz hain adierazpen bortitzik ciuren ingurutik buruz
2811,0,barkatu baina non dago zertarako josn izan ez izan haren kontra
2812,2,barkatu baina zer egin dizu euskara mindu zaitu jo zaitu badakit hauteskunde direla baina euskara ez du hori merezi
2813,0,barkatu baina zuk ere espainia batasuna babestuko duzu eskerrik asko asko
2814,0,barkatu esan nahi nuen
2815,1,barkatu gaztelania bermatuta dago beraz euskara erabileran jarri beharko dira indarrak
2816,0,barkatu noski xxd
2817,0,barkatu bainoindependentzia non dagonhitza aipatu ere ez
2818,1,barneko problemak dira beti sakonak zailak arriskutsuak ez erakunde orotan apartheida anekdota izan horien ondoan
2819,1,barre egitea bezalakorik ez dago
